	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
4-7	14	1	GREEN_1	171	1	HACKER_ENCLAVE_5	SOULLESS_SWORD_F,SOULLESS_SWORD_F,SOULLESS_MAGE_F,SOULLESS_MAGE_F	SOULLESS_BRUTE,SOULLESS_SWORD_N,SOULLESS_MAGE_N,SOULLESS_MAGE_N	CHIEF_BOGO,SOULLESS_MAGE_N,[boss]VANELLOPE,ELASTIGIRL,DASH,SOULLESS_MAGE_N	REEL_BLUEBIRD_OF_HAPPINESS,REEL_ANVIL_OF_MORALITY,SHARD_IMAGINATION_SHIP	ACE_OF_SPADES,CLEVER_FOX,BADGE_OF_FRIENDSHIP	
4-8	15	1	GREEN_1	173	0	HACKER_ENCLAVE_6	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_CANNON	CHIEF_BOGO,SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_MAGE_F	[boss]RALPH,SOULLESS_BRUTE,DASH,SOULLESS_MAGE_F,VANELLOPE	REEL_MRS_NESBITTS_CHAPEAU,REEL_TIME_SINK,REEL_ANVIL_OF_MORALITY	SHARD_GIGANTIC_PEACH,REEL_TINY_CAR,CLEVER_FOX	
4-9	16	1	GREEN_1	175	0	HACKER_ENCLAVE_7	SOULLESS_MAGE_N,SOULLESS_MAGE_N,SOULLESS_MAGE_F	JUDY_HOPPS,SOULLESS_SWORD_F,SOULLESS_BRUTE,SOULLESS_MAGE_N	[boss]CHIEF_BOGO,ELASTIGIRL,SOULLESS_MAGE_F,YAX,FROZONE	REEL_TINY_CAR,REEL_PRICKLY_PEAR,SHARD_GIGANTIC_PEACH	SHARD_EXTRACT_OF_LLAMA,SNUGGLY_DUCKLING,NUMBER_ONE_DIME	
4-10	17	1	GREEN_1	178	1	HACKER_ENCLAVE_8	SOULLESS_SWORD_F,SOULLESS_SWORD_F,SOULLESS_MAGE_F,SOULLESS_MAGE_F	VIOLET,SOULLESS_SWORD_F,SOULLESS_CANNON,SOULLESS_SWORD_N	CHIEF_BOGO,SOULLESS_BRUTE,NICK_WILDE,DASH,VANELLOPE,[boss]ELASTIGIRL	SHARD_EXTRACT_OF_LLAMA,REEL_BADGE_OF_GIRTH,SHARD_SPILT_MILK	NUMBER_ONE_DIME,GRUB,REEL_PARTY_REX	1 GOLD_CHEST_ROLL_X1
4-11	18	1	GREEN_1	180	0	HACKER_ENCLAVE_9	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_MAGE_N	SOULLESS_SWORD_F,SOULLESS_MAGE_F,SOULLESS_CANNON,SOULLESS_CANNON	[boss]MR_INCREDIBLE,SOULLESS_MAGE_F,VANELLOPE,DASH,JUDY_HOPPS	SHARD_WICKED_BEATS,SHARD_WIG_A_LA_MODE,SHARD_IMAGINATION_SHIP	SNUGGLY_DUCKLING,SHARD_GIGANTIC_PEACH,DULL_SWORD	
4-12	19	1	GREEN_1	183	0	HACKER_ENCLAVE_10	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_MAGE_F	SOULLESS_BRUTE,SOULLESS_SWORD_F,SOULLESS_MAGE_N,SOULLESS_BRUTE	[boss]RALPH,CHIEF_BOGO,NICK_WILDE,VANELLOPE,FROZONE	REEL_ANVIL_OF_MORALITY,REEL_SAN_FRANCISCO_PIZZA,SHARD_EXTRACT_OF_LLAMA	REEL_ANEMONEMONE,SHARD_WICKED_BEATS,PAPER_AIRPLANE	
4-13	20	1	GREEN_1	185	1	HACKER_ENCLAVE_11	SOULLESS_MAGE_F,SOULLESS_MAGE_F,SOULLESS_MAGE_N	SOULLESS_SWORD_F,SOULLESS_CANNON,SOULLESS_SWORD_F,SOULLESS_BRUTE	SOULLESS_BRUTE,[boss]NICK_WILDE,SOULLESS_MAGE_F,JACK_JACK,VIOLET,SOULLESS_MAGE_F	REEL_TIME_SINK,SHARD_WIG_A_LA_MODE,REEL_SAN_FRANCISCO_PIZZA	PAPER_AIRPLANE,HEARTY_BREAKFAST,GRUB	
4-14	21	1	GREEN_1	188	0	HACKER_ENCLAVE_12	SOULLESS_SWORD_F,SOULLESS_SWORD_F,SOULLESS_SWORD_F	VIOLET,SOULLESS_SWORD_N,SOULLESS_MAGE_F,SOULLESS_CANNON	[boss]SOULLESS_BRUTE,MR_INCREDIBLE,SOULLESS_MAGE_F,JUDY_HOPPS,FINNICK,SOULLESS_MAGE_F	SHARD_GIGANTIC_PEACH,SHARD_PRINCESS_FINDER,SNUGGLY_DUCKLING	DULL_SWORD,SHARD_IMAGINATION_SHIP,BELLA_NOTTE	
4-15	22	1	GREEN_1	190	0	HACKER_ENCLAVE_13	SOULLESS_SWORD_N,SOULLESS_SWORD_N,SOULLESS_MAGE_N,SOULLESS_MAGE_N	YAX,SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_MAGE_N	[boss]CHIEF_BOGO,SOULLESS_MAGE_F,SOULLESS_MAGE_F,SOULLESS_CANNON,FROZONE,SOULLESS_MAGE_F	SHARD_IMAGINATION_SHIP,SHARD_JAR_OF_MARS,CONTINENTAL_BREAKFAST	REEL_TIME_SINK,DULL_SWORD,REEL_INCONSPICUOUS_APPLE	
4-16	23	1	GREEN_1	193	1	HACKER_ENCLAVE_14	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_SWORD_N,SOULLESS_MAGE_F	DASH,SOULLESS_SWORD_N,SOULLESS_CANNON,SOULLESS_MAGE_F	MR_INCREDIBLE,SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_MAGE_N,NICK_WILDE,[boss]YAX	EMBRITTLEMENT_PERFUME,SHARD_REEL_BADGE_OF_MOTIVATION,SHARD_REEL_ROUSING_MUSICAL_NUMBER	DULL_SWORD,REEL_PARTY_REX,REEL_ANEMONEMONE	
4-17	24	1	GREEN_1	195	0	HACKER_ENCLAVE_15	SOULLESS_SWORD_N,SOULLESS_SWORD_N,SOULLESS_SWORD_F	JACK_JACK,SOULLESS_CANNON,SOULLESS_CANNON	[boss]CHIEF_BOGO,SOULLESS_BRUTE,SOULLESS_MAGE_F,JUDY_HOPPS,FROZONE,SOULLESS_MAGE_F	SHARD_EXTRACT_OF_LLAMA,SWORD_IN_A_STONE,REEL_ANEMONEMONE	REEL_PRICKLY_PEAR,CONTINENTAL_BREAKFAST,REEL_BLUEBIRD_OF_HAPPINESS	
4-18	25	1	GREEN_1	197	0	HACKER_ENCLAVE_16	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_CANNON	JACK_JACK,SOULLESS_SWORD_F,SOULLESS_MAGE_F	[boss]MR_INCREDIBLE,RALPH,CHIEF_BOGO,SOULLESS_CANNON,FROZONE	SNUGGLY_DUCKLING,SHARD_REEL_CHIEFS_STONE,DULL_SWORD	REEL_SAN_FRANCISCO_PIZZA,REEL_PRICKLY_PEAR,SUGAR_RUSH	
4-19	26	1	GREEN_1	200	1	HACKER_ENCLAVE_17	SOULLESS_SWORD_N,SOULLESS_SWORD_N,SOULLESS_CANNON,SOULLESS_MAGE_N	SOULLESS_SWORD_F,SOULLESS_SWORD_F,SOULLESS_BRUTE,SOULLESS_MAGE_N	CHIEF_BOGO,VANELLOPE,SOULLESS_CANNON,SOULLESS_MAGE_F,SOULLESS_CANNON,[boss]NICK_WILDE	REEL_INCONSPICUOUS_APPLE,SHARD_PRINCESS_FINDER,SHARD_REEL_MISPLACED_TAIL	BELLA_NOTTE,MEEKOS_BISCUITS,REEL_ANEMONEMONE	1 GOLD_CHEST_ROLL_X1
5-1	27	1	GREEN_1	203	1	SUBWAY_5	RALPH,SOULLESS_SPLASH_N,SOULLESS_SPLASH_N,DASH	SOULLESS_SWORD_F,SOULLESS_CANNON,SOULLESS_MAGE_N,VIOLET	MR_INCREDIBLE,SOULLESS_MAGE_F,JACK_JACK,VANELLOPE,FINNICK,[boss]ELASTIGIRL	SHARD_REEL_SEA_WITCHS_CONTRACT,SHARD_REEL_BONE_XYLOPHONE,SHARD_YOU_CAN_FLY	REEL_ANEMONEMONE,MULTIPURPOSE_FRYING_PAN,BADGE_OF_FRIENDSHIP	
5-2	28	1	GREEN_1	207	0	SUBWAY_1	SOULLESS_BRUTE,SOULLESS_BRUTE,FROZONE,YAX	SOULLESS_SWORD_N,SOULLESS_SPLASH_N,VANELLOPE,VIOLET,FINNICK	[boss]RALPH,MR_INCREDIBLE,ELASTIGIRL,NICK_WILDE,SOULLESS_CANNON	SHARD_REEL_BADGE_OF_MOTIVATION,SHARD_REEL_REALLY_BAD_EGG,CLEVER_FOX	SHARD_REEL_ROUSING_MUSICAL_NUMBER,SHARD_WIG_A_LA_MODE,A_BIT_OF_PRESTIDIGITATION	
5-3	29	1	GREEN_1	210	0	CITY_ROOFTOPS_9	SOULLESS_BRUTE,SOULLESS_BRUTE,ELASTIGIRL,SOULLESS_MAGE_N	SOULLESS_SWORD_N,SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_SPLASH_N,SOULLESS_MAGE_N	[boss]RALPH,NICK_WILDE,VANELLOPE,VIOLET,YAX	SHARD_REEL_ROUSING_MUSICAL_NUMBER,EMBRITTLEMENT_PERFUME,SHARD_REEL_MISPLACED_TAIL	REEL_INCONSPICUOUS_APPLE,MULTIPURPOSE_FRYING_PAN,SUNNY_SIDE	
5-4	24	1	BLUE	214	1	CITY_ROOFTOPS_12	SOULLESS_SWORD_N,SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_MAGE_N	SOULLESS_BRUTE,NICK_WILDE,SOULLESS_SPLASH_N,SOULLESS_MAGE_F,SOULLESS_CANNON	SOULLESS_BRUTE,SOULLESS_SPLASH_N,VANELLOPE,DASH,SOULLESS_SPLASH_N,[boss]FROZONE	SHARD_REEL_SAVE_TOKEN,SHARD_REEL_BASKETBALL_JERSEY,SHARD_REEL_ROUSING_MUSICAL_NUMBER	REEL_INCONSPICUOUS_APPLE,BADGE_OF_STEALTH,ACE_OF_SPADES	
5-5	24	1	BLUE	217	0	CITY_ROOFTOPS_13	CHIEF_BOGO,SOULLESS_CANNON,VIOLET	SOULLESS_BRUTE,SOULLESS_SWORD_N,SOULLESS_MAGE_F,YAX,FINNICK	[boss]FELIX,SOULLESS_MAGE_F,ELASTIGIRL,JACK_JACK,SOULLESS_MAGE_F,SOULLESS_MAGE_F	REEL_INCONSPICUOUS_APPLE,A_BIT_OF_PRESTIDIGITATION,SHARD_REEL_ROUSING_MUSICAL_NUMBER	SHARD_REEL_MISPLACED_TAIL,SHARD_REEL_BADGE_OF_MOTIVATION,CLEVER_FOX	
5-6	25	1	BLUE	221	0	CITY_ROOFTOPS_14	CHIEF_BOGO,SOULLESS_SWORD_F,SOULLESS_MAGE_N,SOULLESS_MAGE_N	SOULLESS_SWORD_N,SOULLESS_SWORD_N,SOULLESS_SPLASH_N,SOULLESS_SPLASH_N,SOULLESS_SWORD_F	[boss]MR_INCREDIBLE,FELIX,DASH,SOULLESS_CANNON,JACK_JACK	CLEVER_FOX,SHARD_REEL_DOCTORS_TOP_HAT,SHARD_REEL_ROUSING_MUSICAL_NUMBER	SHARD_REEL_ROUSING_MUSICAL_NUMBER,SHARD_REEL_MISPLACED_TAIL,NUMBER_ONE_DIME	
5-7	25	2	BLUE	224	1	CITY_ROOFTOPS_15	SOULLESS_SWORD_N,VANELLOPE,VIOLET	RALPH,ELASTIGIRL,SOULLESS_CANNON,SOULLESS_SPLASH_N	CHIEF_BOGO,MR_INCREDIBLE,SOULLESS_SPLASH_N,YAX,[boss]FELIX	SHARD_REEL_REALLY_BAD_EGG,BELLA_NOTTE,SHARD_REEL_INCOGNITO_MODE	CLEVER_FOX,REEL_INCONSPICUOUS_APPLE,GRUB	
5-8	26	2	BLUE	228	0	CITY_ROOFTOPS_16	SOULLESS_BRUTE,MR_INCREDIBLE,FINNICK	FELIX,SOULLESS_SPLASH_N,VANELLOPE,JACK_JACK,SOULLESS_CANNON	[boss]CHIEF_BOGO,SOULLESS_CANNON,SOULLESS_SPLASH_N,SOULLESS_SPLASH_N,NICK_WILDE	SHARD_REEL_MISPLACED_TAIL,SHARD_REEL_INCOGNITO_MODE,MULTIPURPOSE_FRYING_PAN	SHARD_REEL_ROUSING_MUSICAL_NUMBER,CLEVER_FOX,DULL_SWORD	
5-9	27	2	BLUE	231	0	CITY_ROOFTOPS_17	CHIEF_BOGO,FELIX,VANELLOPE	SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_MAGE_N,VIOLET	[boss]MR_INCREDIBLE,SOULLESS_SPLASH_N,SOULLESS_CANNON,SOULLESS_SPLASH_N,FINNICK	SHARD_REEL_ROUSING_MUSICAL_NUMBER,BADGE_OF_STEALTH,BELLA_NOTTE	SHARD_REEL_ROUSING_MUSICAL_NUMBER,MULTIPURPOSE_FRYING_PAN,PAPER_AIRPLANE	
5-10	28	2	BLUE	234	1	CITY_ROOFTOPS_13	NICK_WILDE,DASH,FINNICK,SOULLESS_SWORD_F	MR_INCREDIBLE,VANELLOPE,SOULLESS_CANNON,VIOLET	RALPH,CHIEF_BOGO,ELASTIGIRL,JACK_JACK,[boss]YAX	SHARD_REEL_DOCTORS_TOP_HAT,SHARD_REEL_WILDERNESS_EXPLORER,REEL_PARTY_REX	EMBRITTLEMENT_PERFUME,BELLA_NOTTE,REEL_ANEMONEMONE	1 GOLD_CHEST_ROLL_X1
5-11	29	2	BLUE	238	0	CITY_ROOFTOPS_12	FELIX,SOULLESS_SPLASH_N,SOULLESS_SPLASH_F,NICK_WILDE	SOULLESS_SWORD_F,JACK_JACK,SOULLESS_CANNON,SOULLESS_SPLASH_N,SOULLESS_MAGE_F	[boss]RALPH,SOULLESS_SPLASH_F,SOULLESS_MAGE_F,SOULLESS_SPLASH_N,VIOLET,SOULLESS_MAGE_F	MULTIPURPOSE_FRYING_PAN,SHARD_REEL_DISCARDED_TIARA,SHARD_REEL_SAVE_TOKEN	SHARD_REEL_BASKETBALL_JERSEY,BELLA_NOTTE,REEL_BLUEBIRD_OF_HAPPINESS	
5-12	30	2	BLUE	241	0	CITY_ROOFTOPS_5	SOULLESS_SWORD_F,SOULLESS_SPLASH_F,SOULLESS_MAGE_N	SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_CANNON,SOULLESS_SPLASH_N,SOULLESS_MAGE_F	[boss]CHIEF_BOGO,SOULLESS_SPLASH_F,ELASTIGIRL,VANELLOPE,SOULLESS_CANNON	MULTIPURPOSE_FRYING_PAN,REEL_BLUEBIRD_OF_HAPPINESS,SHARD_REEL_BASKETBALL_JERSEY	REEL_PARTY_REX,BELLA_NOTTE,REEL_INCONSPICUOUS_APPLE	
5-13	31	2	BLUE	245	1	CITY_ROOFTOPS_6	SOULLESS_BRUTE,SOULLESS_BRUTE,FINNICK	CHIEF_BOGO,SOULLESS_CANNON,SOULLESS_MAGE_N,SOULLESS_MAGE_F	[boss]FELIX,RALPH,DASH,JUDY_HOPPS,SOULLESS_CANNON,SOULLESS_CANNON	A_BIT_OF_PRESTIDIGITATION,SHARD_REEL_GLOW_BUG,SHARD_REEL_DISCARDED_TIARA	REEL_BLUEBIRD_OF_HAPPINESS,SUNNY_SIDE,REEL_PARTY_REX	
5-14	31	2	BLUE	248	0	CITY_ROOFTOPS_7	SOULLESS_SWORD_F,VANELLOPE,SOULLESS_CANNON,SOULLESS_CANNON	RALPH,SOULLESS_SWORD_N,SOULLESS_CANNON,NICK_WILDE,JUDY_HOPPS	MR_INCREDIBLE,FROZONE,ELASTIGIRL,DASH,FINNICK,[boss]FELIX	BELLA_NOTTE,SUNNY_SIDE,REEL_PARTY_REX	EMBRITTLEMENT_PERFUME,SHARD_REEL_SAVE_TOKEN,SHARD_REEL_BASKETBALL_JERSEY	
5-15	32	2	BLUE	252	0	CITY_ROOFTOPS_8	SOULLESS_BRUTE,SOULLESS_MAGE_F,JUDY_HOPPS,SOULLESS_BRUTE	CHIEF_BOGO,VANELLOPE,SOULLESS_MAGE_F,SOULLESS_CANNON	[boss]SOULLESS_BRUTE,MR_INCREDIBLE,SOULLESS_SPLASH_F,YAX,FROZONE	SHARD_REEL_SAVE_TOKEN,SHARD_REEL_BADGE_OF_MOTIVATION,SHARD_REEL_REALLY_BAD_EGG	A_BIT_OF_PRESTIDIGITATION,REEL_PARTY_REX,SUGAR_RUSH	
5-16	32	2	BLUE	255	1	CITY_ROOFTOPS_4	SOULLESS_SWORD_F,DASH,SOULLESS_SPLASH_F	SOULLESS_BRUTE,SOULLESS_SPLASH_F,FINNICK,NICK_WILDE,JUDY_HOPPS	MR_INCREDIBLE,SOULLESS_SPLASH_F,JACK_JACK,[boss]VANELLOPE,YAX	SUPER_DUPER_GLUE,BADGE_OF_STEALTH,SHARD_REEL_PIGASUS	FISHING_POLE,A_BIT_OF_PRESTIDIGITATION,HEARTY_BREAKFAST	
5-17	33	2	BLUE	259	0	CITY_ROOFTOPS_2	SOULLESS_BRUTE,VANELLOPE,FROZONE,SOULLESS_MAGE_N	RALPH,CHIEF_BOGO,SOULLESS_SPLASH_N,SOULLESS_MAGE_N,SOULLESS_MAGE_N	[boss]MR_INCREDIBLE,FELIX,SOULLESS_CANNON,SOULLESS_MAGE_F,YAX,SOULLESS_MAGE_F	SHARD_REEL_BASKETBALL_JERSEY,SHARD_REEL_ROUSING_MUSICAL_NUMBER,EMBRITTLEMENT_PERFUME	SHARD_REEL_INCOGNITO_MODE,SHARD_REEL_REALLY_BAD_EGG,BADGE_OF_FRIENDSHIP	
5-18	33	2	BLUE	262	0	CITY_ROOFTOPS_1	SOULLESS_SWORD_F,SOULLESS_BRUTE,VANELLOPE,SOULLESS_MAGE_F	MR_INCREDIBLE,SOULLESS_SPLASH_F,SOULLESS_SWORD_N,SOULLESS_SPLASH_N,SOULLESS_MAGE_N	[boss]RALPH,FELIX,ELASTIGIRL,FINNICK,VIOLET	REEL_PARTY_REX,REEL_INCONSPICUOUS_APPLE,A_BIT_OF_PRESTIDIGITATION	BADGE_OF_STEALTH,SHARD_REEL_INCOGNITO_MODE,SUGAR_RUSH	
5-19	34	2	BLUE	265	1	SUBWAY_3	SOULLESS_BRUTE,SOULLESS_SPLASH_F,JUDY_HOPPS	SOULLESS_SWORD_N,SOULLESS_BRUTE,CHIEF_BOGO,SOULLESS_CANNON,SOULLESS_MAGE_F	RALPH,SOULLESS_SPLASH_F,VANELLOPE,VIOLET,FROZONE,[boss]FELIX	SHARD_LOVE_BUG,REEL_CRAB_CAKE,SUNNY_SIDE	PIRATES_COMPASS,BADGE_OF_STEALTH,HEARTY_BREAKFAST	1 GOLD_CHEST_ROLL_X1
6-1	34	2	BLUE	269	1	PORT_1	SOULLESS_BRUTE,SOULLESS_SWORD_N,SOULLESS_SPLASH_N	SOULLESS_BRUTE,SOULLESS_CANNON,SOULLESS_SWORD_F,SOULLESS_SWORD_F,SOULLESS_CANNON	CHIEF_BOGO,FELIX,NICK_WILDE,FROZONE,SOULLESS_TURRET,[boss]DASH	SHARD_AIR_HERCS,WIZARD_HAT,SHARD_REEL_FLUBBER	BADGE_OF_FRIENDSHIP,SUPER_DUPER_GLUE,ACE_OF_SPADES	
6-2	35	2	BLUE	272	0	PORT_1	MR_INCREDIBLE,SOULLESS_MAGE_N,SOULLESS_MAGE_F,SOULLESS_SPLASH_F	SOULLESS_SWORD_N,SOULLESS_SWORD_N,SOULLESS_CANNON,FINNICK,SOULLESS_SWORD_N	[boss]RALPH,CHIEF_BOGO,DASH,VANELLOPE,JACK_JACK	BADGE_OF_FRIENDSHIP,REEL_CRAB_CAKE,MEEKOS_BISCUITS	SHARD_REEL_WILDERNESS_EXPLORER,A_BIT_OF_PRESTIDIGITATION,CLEVER_FOX	
6-3	35	2	BLUE	276	0	PORT_2	SOULLESS_SWORD_N,NICK_WILDE,JACK_JACK	SOULLESS_BRUTE,SOULLESS_MAGE_N,VIOLET,SOULLESS_MAGE_F	[boss]CHIEF_BOGO,CALHOUN,VANELLOPE,YAX,JUDY_HOPPS	SHARD_REEL_WILDERNESS_EXPLORER,TOUGH_COOKIE,BADGE_OF_FRIENDSHIP	SHARD_REEL_ROUSING_MUSICAL_NUMBER,SUNNY_SIDE,NUMBER_ONE_DIME	
6-4	30	2	BLUE_1	279	1	PORT_3	SOULLESS_BRUTE,DASH,ELASTIGIRL,FINNICK	SOULLESS_SWORD_F,VANELLOPE,SOULLESS_MAGE_F,SOULLESS_MAGE_F	MR_INCREDIBLE,FELIX,JACK_JACK,SOULLESS_SPLASH_N,FROZONE,[boss]CHIEF_BOGO	SHARD_REEL_MIST_MAKER,SHARD_REEL_FAMILY_HEIRLOOM,REEL_LOVELY_BUNCH_OF_COCONUTS	ACE_OF_SPADES,CLEVER_FOX,NUMBER_ONE_DIME	
6-5	31	2	BLUE_1	283	0	PORT_4	SOULLESS_SWORD_F,SOULLESS_SPLASH_F,DASH,SOULLESS_SWORD_N	SOULLESS_BRUTE,MR_INCREDIBLE,SOULLESS_MAGE_F,SOULLESS_SWORD_F,SOULLESS_MAGE_F	[boss]FELIX,CHIEF_BOGO,VANELLOPE,JACK_JACK,NICK_WILDE	SHARD_REEL_ROUSING_MUSICAL_NUMBER,PIRATES_COMPASS,REEL_GOLDEN_FLOWER	ACE_OF_SPADES,GRUB,DULL_SWORD	
6-6	32	2	BLUE_1	286	0	PORT_5	SOULLESS_BRUTE,SOULLESS_SWORD_F,SOULLESS_SPLASH_F	SOULLESS_SWORD_F,SOULLESS_SPLASH_N,VANELLOPE,SOULLESS_SPLASH_N,SOULLESS_MAGE_F	[boss]MR_INCREDIBLE,NICK_WILDE,ELASTIGIRL,FINNICK,FROZONE	GRUB,SHARD_EXTRACT_OF_LLAMA,REEL_LOVELY_BUNCH_OF_COCONUTS	WIZARD_HAT,GRUB,PAPER_AIRPLANE	
6-7	33	2	BLUE_1	290	1	PORT_7	SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_MAGE_N	SOULLESS_BRUTE,VANELLOPE,SOULLESS_SPLASH_F,SOULLESS_CANNON,SOULLESS_SPLASH_F	FELIX,CALHOUN,SOULLESS_SPLASH_N,SOULLESS_SPLASH_F,VIOLET,[boss]RALPH	MOON_ANCHOR,SHARD_REEL_LAWNMOWER_REMOTE,SHARD_REEL_ARAIGNEE_NOIRE	GLASS_SLIPPERS,WIZARD_HAT,REEL_PARTY_REX	
6-8	34	2	BLUE_1	293	0	PORT_8	SOULLESS_SWORD_N,SOULLESS_SPLASH_F,ELASTIGIRL	SOULLESS_BRUTE,SOULLESS_TURRET,SOULLESS_SPLASH_F,SOULLESS_MAGE_F,SOULLESS_MAGE_F	[boss]RALPH,NICK_WILDE,VANELLOPE,FINNICK,JUDY_HOPPS	MOON_ANCHOR,SHARD_AIR_HERCS,IRON_ORE	SHARD_LOVE_BUG,SHARD_REEL_ROUSING_MUSICAL_NUMBER,BELLA_NOTTE	
6-9	35	2	BLUE_1	297	0	PORT_9	SOULLESS_SWORD_F,SOULLESS_SPLASH_F,DASH,SOULLESS_SPLASH_F	SOULLESS_SWORD_F,JACK_JACK,ELASTIGIRL,SOULLESS_CANNON	[boss]FELIX,MR_INCREDIBLE,VANELLOPE,CALHOUN,NICK_WILDE	WIZARD_HAT,SHARD_GIGANTIC_PEACH,BADGE_OF_FRIENDSHIP	MOON_ANCHOR,SHARD_LOVE_BUG,REEL_INCONSPICUOUS_APPLE	
6-10	36	2	BLUE_1	300	1	PORT_10	SOULLESS_BRUTE,VANELLOPE,SOULLESS_TURRET	CHIEF_BOGO,SOULLESS_MAGE_N,NICK_WILDE,SOULLESS_MAGE_N	FELIX,RALPH,SOULLESS_SPLASH_N,[boss]FINNICK,VIOLET	REEL_BADGE_OF_GIRTH,SHARD_REEL_LIGHTSPEED,SHARD_REEL_WILDERNESS_EXPLORER	SUPER_DUPER_GLUE,SWORD_IN_A_STONE,REEL_ANEMONEMONE	1 GOLD_CHEST_ROLL_X1
6-11	37	2	BLUE_1	303	0	PORT_11	SOULLESS_SWORD_N,SOULLESS_MAGE_N,SOULLESS_MAGE_N,SOULLESS_SWORD_N	SOULLESS_BRUTE,SOULLESS_BRUTE,SOULLESS_MAGE_N,SOULLESS_MAGE_F,SOULLESS_MAGE_F	[boss]FELIX,RALPH,CALHOUN,JACK_JACK,VANELLOPE	SHARD_REEL_ROUSING_MUSICAL_NUMBER,MOON_ANCHOR,REEL_BADGE_OF_GIRTH	SHARD_REEL_GLOW_BUG,SUPER_DUPER_GLUE,REEL_BLUEBIRD_OF_HAPPINESS	
6-12	38	2	BLUE_1	307	0	PORT_12	SOULLESS_SWORD_F,SOULLESS_TURRET,VIOLET	SOULLESS_SWORD_N,SOULLESS_MAGE_F,SOULLESS_CANNON,SOULLESS_SWORD_N,SOULLESS_MAGE_F	[boss]MR_INCREDIBLE,JACK_JACK,NICK_WILDE,FROZONE,YAX	SHARD_LOVE_BUG,GLASS_SLIPPERS,REEL_BADGE_OF_GIRTH	SHARD_FAIRY_LANTERN,SHARD_REEL_GLOW_BUG,SUGAR_RUSH	
6-13	39	2	BLUE_1	310	1	PORT_13	SOULLESS_SWORD_F,FELIX,SOULLESS_SPLASH_F	SOULLESS_BRUTE,SOULLESS_SWORD_N,SOULLESS_SPLASH_F,ELASTIGIRL	MR_INCREDIBLE,RALPH,VANELLOPE,FROZONE,VIOLET,[boss]CHIEF_BOGO	GLASS_SLIPPERS,SHARD_FAIRY_LANTERN,SHARD_GIGANTIC_PEACH	COOKBOOK,SHARD_FAIRY_LANTERN,HEARTY_BREAKFAST	
6-14	40	2	BLUE_1	314	0	PORT_14	SOULLESS_SWORD_N,DASH,SOULLESS_SPLASH_N,YAX	CHIEF_BOGO,VANELLOPE,VIOLET	[boss]RALPH,MR_INCREDIBLE,CALHOUN,ELASTIGIRL,FROZONE	MOON_ANCHOR,SHARD_REEL_BONE_XYLOPHONE,SHARD_REEL_WILDERNESS_EXPLORER	HEARTY_BREAKFAST,REEL_BADGE_OF_GIRTH,BADGE_OF_FRIENDSHIP	
6-15	41	2	BLUE_1	317	0	PORT_15	SOULLESS_SWORD_F,CALHOUN,SOULLESS_SWORD_N,SOULLESS_CANNON	SOULLESS_SWORD_F,DASH,ELASTIGIRL,SOULLESS_SWORD_F	[boss]MR_INCREDIBLE,FELIX,SOULLESS_SPLASH_N,YAX,FROZONE	SUPER_DUPER_GLUE,SHARD_REEL_ROUSING_MUSICAL_NUMBER,GLASS_SLIPPERS	GRUB,HEARTY_BREAKFAST,A_BIT_OF_PRESTIDIGITATION	
6-16	42	2	BLUE_1	321	1	PORT_4	SOULLESS_SWORD_N,SOULLESS_SWORD_F,SOULLESS_SPLASH_F,SOULLESS_SWORD_F	SOULLESS_BRUTE,VANELLOPE,JACK_JACK,SOULLESS_MAGE_N,SOULLESS_MAGE_N	FELIX,RALPH,SOULLESS_SPLASH_F,FINNICK,FROZONE,[boss]MR_INCREDIBLE	SHARD_EXTRACT_OF_LLAMA,PIRATES_COMPASS,SHARD_ESCAPE_PLAN	DULL_SWORD,REEL_GOLDEN_FLOWER,SUNNY_SIDE	
