	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER
REEL_GONNA_GET_A_LITTLE_WEIRD	REEL	ORANGE	0	R9	35,000	70,000	1,250	2,500	100																		
REEL_LOVE_POTION	REEL	ORANGE	0	R9	35,000	70,000	1,250	2,500	100																		
REEL_SHEPHERDS_JOURNAL	REEL	ORANGE	0	R10	40,000	80,000	1,250	2,500	100																		
REEL_ON_A_ROLL	REEL	ORANGE	0	R10	40,000	80,000	1,250	2,500	100																		
REEL_WEIRD_WEBSITE	REEL	ORANGE	0	R10	40,000	80,000	1,250	2,500	100																		
REEL_HEROES_NIGHT_OUT	REEL	ORANGE	0	R10	40,000	80,000	1,250	2,500	100																		
SHARD_JAR_OF_MARS	SHARD	BLUE	0	R1	700	1,400	12	57	3																		
SHARD_GIGANTIC_PEACH	SHARD	BLUE	0	R1	500	1,000	12	40	2																		
SHARD_IMAGINATION_SHIP	SHARD	BLUE	0	R1	100	200	12	40	2																		
SHARD_PRINCESS_FINDER	SHARD	BLUE	0	R1	100	200	12	40	2																		
SHARD_WIG_A_LA_MODE	SHARD	BLUE	0	R1	800	1,600	12	58	3																		
SHARD_EXTRACT_OF_LLAMA	SHARD	BLUE	0	R1	600	1,200	12	56	3																		
SHARD_SPILT_MILK	SHARD	BLUE	0	R1	750	1,500	12	61	3																		
SHARD_WICKED_BEATS	SHARD	BLUE	0	R1	800	1,600	12	58	3																		
SHARD_YOU_CAN_FLY	SHARD	BLUE	0	R1	700	1,400	12	57	3																		
SHARD_LOVE_BUG	SHARD	PURPLE	0	R1	525	1,050	15	56	5																		
SHARD_AIR_HERCS	SHARD	PURPLE	0	R1	675	1,350	15	60	6																		
SHARD_FAIRY_LANTERN	SHARD	PURPLE	0	R1	525	1,050	15	53	5																		
SHARD_ESCAPE_PLAN	SHARD	PURPLE	0	R1	600	1,200	15	56	6																		
SHARD_AQUARIUM_TAG	SHARD	PURPLE	0	R2	660	1,320	25	88	8																		
SHARD_RASPBEARY_CAKE	SHARD	PURPLE	0	R2	640	1,280	20	82	7																		
SHARD_UNBIRTHDAY_HAT	SHARD	PURPLE	0	R3	760	1,520	25	102	8																		
SHARD_LOST_NECKLACE	SHARD	PURPLE	0	R3	760	1,520	25	102	8																		
SHARD_SHRINK_RAY	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_LUCKY_EARS	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_DEUS_EX_CALIBUR	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_THINKING_CAP	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_A_VERY_PINE_HAT	SHARD	PURPLE	0	R6	761	2,534	32	64	2																		
SHARD_CUTEING_STAR	SHARD	PURPLE	0	R6	761	2,534	32	64	2																		
SHARD_LOVE_BIRDS	SHARD	PURPLE	0	R7	1,152	3,840	48	96	4																		
SHARD_CROWN_OF_THE_WILD_FRONTIER	SHARD	PURPLE	0	R7	1,152	3,840	48	96	4																		
SHARD_VITAL_INFORMATION	SHARD	ORANGE	0	R7	1,152	3,840	48	96	3																		
SHARD_SALLYS_SPICES	SHARD	ORANGE	0	R7	1,152	3,840	48	96	3																		
SHARD_PC_FLYERS	SHARD	ORANGE	0	R7	1,152	3,840	48	96	3																		
SHARD_MERLINS_BAG	SHARD	ORANGE	0	R8	761	2,535	32	64	2																		
SHARD_I_FIGHT_FOR_THE_USERS	SHARD	ORANGE	0	R8	761	2,535	32	64	2																		
SHARD_CROWN_OF_NY	SHARD	ORANGE	0	R8	761	2,535	32	64	2																		
SHARD_PIRATE_HIDEOUT	SHARD	ORANGE	0	R8	761	2,535	32	64	2																		
SHARD_PEPPER_SHAKER	SHARD	ORANGE	0	R8	761	2,535	32	64	2																		
SHARD_FLIGHT_OF_FANCY	SHARD	PURPLE	0	R9	761	2,534	32	64	2																		
SHARD_TRUST_IN_ME	SHARD	PURPLE	0	R9	761	2,534	32	64	2																		
SHARD_BLANK_CHECK	SHARD	ORANGE	0	R9	761	2,535	32	64	2																		
SHARD_DINGLEHOPPER	SHARD	ORANGE	0	R9	761	2,535	32	64	2																		
SHARD_NACO	SHARD	ORANGE	0	R9	761	2,535	32	64	2																		
SHARD_BADGE_OF_SWEETNESS	SHARD	PURPLE	0	R10	761	2,534	32	64	2																		
SHARD_BADGE_OF_ACCOMPLISHMENT	SHARD	PURPLE	0	R10	761	2,534	32	64	2																		
SHARD_FANTASOUND	SHARD	ORANGE	0	R10	761	2,535	32	64	2																		
SHARD_ILL_WISHING_WELL	SHARD	ORANGE	0	R10	761	2,535	32	64	2																		
SHARD_MOUSERCIZE	SHARD	ORANGE	0	R10	761	2,535	32	64	2																		
SHARD_BECAUSE_WE_CARE	SHARD	ORANGE	0	R11	761	2,534	32	64	2																		
SHARD_BREAKFAST_PORRIDGE	SHARD	ORANGE	0	R11	761	2,534	32	64	2																		
SHARD_AUTO	SHARD	PURPLE	0	R11	760	2,534	32	64	2																		
SHARD_BLUE_UMBRELLA	SHARD	PURPLE	0	R11	760	2,534	32	64	2																		
SHARD_MAGIC_MIRROR	SHARD	PURPLE	0	R11	760	2,534	32	64	2																		
SHARD_DRIVING_WITH_STYLE	SHARD	PURPLE	0	R11	760	2,534	32	64	2																		
SHARD_UNLEADOSAURUS	SHARD	ORANGE	0	R12	761	2,534	32	64	2																		
SHARD_NOPE	SHARD	ORANGE	0	R12	761	2,534	32	64	2																		
SHARD_GEORGETTES_BOWL	SHARD	PURPLE	0	R12	760	2,534	32	64	2																		
SHARD_SAFARI_HAT	SHARD	PURPLE	0	R12	760	2,534	32	64	2																		
SHARD_DINOSAUR_EGG	SHARD	PURPLE	0	R12	760	2,534	32	64	2																		
SHARD_MAGICAL_BREAKFAST	SHARD	PURPLE	0	R12	760	2,534	32	64	2																		
SHARD_PIT_STOP	SHARD	ORANGE	0	R13	761	2,534	32	64	2																		
SHARD_VICTORIOUS_URN	SHARD	ORANGE	0	R13	761	2,534	32	64	2																		
SHARD_HAPPY_MILKSHAKE	SHARD	PURPLE	0	R13	760	2,534	32	64	2																		
SHARD_UNICORN_DREAMS	SHARD	PURPLE	0	R13	760	2,534	32	64	2																		
SHARD_BOB	SHARD	PURPLE	0	R13	760	2,534	32	64	2																		
SHARD_LUCKY_CRICKET	SHARD	PURPLE	0	R13	760	2,534	32	64	2																		
SHARD_CONFUZZLE_BALLOON	SHARD	ORANGE	0	R14	761	2,534	32	64	2																		
SHARD_ROYAL_DIARY	SHARD	ORANGE	0	R14	761	2,534	32	64	2																		
SHARD_ENTHUSIASTIC_DISHWARE	SHARD	PURPLE	0	R14	760	2,534	32	64	2																		
SHARD_BULLIES_ARE_GROSS	SHARD	PURPLE	0	R14	760	2,534	32	64	2																		
SHARD_SEADUCK	SHARD	PURPLE	0	R14	760	2,534	32	64	2																		
SHARD_BAYOU_BOOGIE	SHARD	PURPLE	0	R14	760	2,534	32	64	2																		
SHARD_DIMENSIONAL_SCISSORS	SHARD	ORANGE	0	R15	887	2,956	37	74	3																		
SHARD_UNBEWEAVEABLE_RETURNS	SHARD	ORANGE	0	R15	887	2,956	37	74	3																		
SHARD_TIGHT_SQUEEZE	SHARD	PURPLE	0	R15	888	2,958	37	74	3																		
SHARD_ROMANTIC_BOAT_RIDE	SHARD	PURPLE	0	R15	888	2,958	37	74	3																		
SHARD_LOST_AND_FOUND	SHARD	PURPLE	0	R15	888	2,958	37	74	3																		
SHARD_NEW_CAR_SMELL	SHARD	PURPLE	0	R15	888	2,958	37	74	3																		
SHARD_BADGE_OF_INTIMIDATION	SHARD	ORANGE	0	R16	887	2,956	37	74	3																		
SHARD_MAN_IN_THE_MOON	SHARD	ORANGE	0	R16	887	2,956	37	74	3																		
SHARD_NO_LLAMAS	SHARD	PURPLE	0	R16	887	2,956	37	74	3																		
SHARD_TOUR_BUS	SHARD	PURPLE	0	R16	887	2,956	37	74	3																		
SHARD_IM_LATE	SHARD	PURPLE	0	R16	887	2,956	37	74	3																		
SHARD_CURIOUS_MAZE	SHARD	PURPLE	0	R16	887	2,956	37	74	3																		
SHARD_BATH_TIME	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_DOGGONE_DEADLINES	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_PLUCKED_PELICAN	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_PISTON_CUP	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_THE_PACIFIER	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_GREAT_STAR	SHARD	ORANGE	0	R17	887	2,956	37	74	3																		
SHARD_MISSION_FORCE_ONE	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_WEATHER_THE_STORM	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_WATCH_FOR_SPIT	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_RING_OF_FIRE	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_BADGE_OF_AGILITY	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_SQUISHY	SHARD	ORANGE	0	R18	887	2,956	37	74	3																		
SHARD_WATER_MUSIC	SHARD	ORANGE	0	R19	887	2,956	37	74	3																		
SHARD_INNER_BEAUTY	SHARD	ORANGE	0	R19	887	2,956	37	74	3																		
SHARD_SMOOTH_JAZZ	SHARD	ORANGE	0	R19	888	2,957	37	74	3																		
SHARD_DAYDREAM_HUNTER	SHARD	ORANGE	0	R19	888	2,957	37	74	3																		
SHARD_THINGS_FALL_APART	SHARD	ORANGE	0	R19	888	2,957	37	74	3																		
SHARD_LITTLE_HELPER	SHARD	ORANGE	0	R19	888	2,957	37	74	3																		
SHARD_SEWER_SHARK	SHARD	ORANGE	0	R20	887	2,956	37	74	3																		
SHARD_FIXER_UPPER	SHARD	ORANGE	0	R20	887	2,956	37	74	3																		
SHARD_MELODYS_NECKLACE	SHARD	ORANGE	0	R20	888	2,957	37	74	3																		
SHARD_TRUSTY_BIKE	SHARD	ORANGE	0	R20	888	2,957	37	74	3																		
SHARD_DONT_BAT_AN_EYE	SHARD	ORANGE	0	R20	888	2,957	37	74	3																		
SHARD_BAO	SHARD	ORANGE	0	R20	888	2,957	37	74	3																		
SHARD_CAT_ON_A_LAPTOP	SHARD	RED	0	R21	887	2,956	37	74	3																		
SHARD_GRUESOME_GRAVE	SHARD	RED	0	R21	887	2,956	37	74	3																		
SHARD_TEETH_TOUR_79	SHARD	ORANGE	0	R21	888	2,957	37	74	3																		
SHARD_MARK_OF_THE_GUARD	SHARD	ORANGE	0	R21	888	2,957	37	74	3																		
SHARD_THE_HYPERION	SHARD	ORANGE	0	R21	888	2,957	37	74	3																		
SHARD_BINGO_IS_HIS_NAMEO	SHARD	ORANGE	0	R21	888	2,957	37	74	3																		
SHARD_ROLLY_POLLY	SHARD	RED	0	R22	887	2,956	37	74	3																		
SHARD_SPRIG_TIME	SHARD	RED	0	R22	887	2,956	37	74	3																		
SHARD_NAUTILUS	SHARD	ORANGE	0	R22	888	2,957	37	74	3																		
SHARD_GIANT_SQUID_ATTACK	SHARD	ORANGE	0	R22	888	2,957	37	74	3																		
SHARD_LEPRECHAUN_KING	SHARD	ORANGE	0	R22	888	2,957	37	74	3																		
SHARD_TIME_OF_LEARNING	SHARD	ORANGE	0	R22	888	2,957	37	74	3																		
SHARD_FREEMAN_OF_THE_CITY	SHARD	RED	0	R23	887	2,956	37	74	3																		
SHARD_TOY_SOLDIER	SHARD	RED	0	R23	887	2,956	37	74	3																		
SHARD_BOOKS_GALORE	SHARD	ORANGE	0	R23	888	2,957	37	74	3																		
SHARD_POTION_PROTECTION	SHARD	ORANGE	0	R23	888	2,957	37	74	3																		
SHARD_MOUSE_MUG	SHARD	ORANGE	0	R23	888	2,957	37	74	3																		
SHARD_BUGGY_INVENTION	SHARD	ORANGE	0	R23	888	2,957	37	74	3																		
SHARD_FISH_OUT_OF_WATER	SHARD	RED	0	R24	887	2,956	37	74	3																		
SHARD_ALIEN_INVASION	SHARD	RED	0	R24	887	2,956	37	74	3																		
SHARD_WALK_LIKE_AN_ELEPHANT	SHARD	ORANGE	0	R24	888	2,957	37	74	3																		
SHARD_PUDGE	SHARD	ORANGE	0	R24	888	2,957	37	74	3																		
SHARD_BUSTER	SHARD	ORANGE	0	R24	888	2,957	37	74	3																		
SHARD_TINY_THE_TREX	SHARD	ORANGE	0	R24	888	2,957	37	74	3																		
SHARD_BEANSTALK	SHARD	RED	0	R25	887	2,956	37	74	3																		
SHARD_DUCKCYCLE	SHARD	RED	0	R25	887	2,956	37	74	3																		
SHARD_STORYBOOK	SHARD	RED	0	R25	888	2,957	37	74	3																		
SHARD_WHAT_A_VIEW	SHARD	RED	0	R25	888	2,957	37	74	3																		
SHARD_IMAGINARY_CHEF	SHARD	RED	0	R25	888	2,957	37	74	3																		
SHARD_CHEESY_HIDEOUT	SHARD	RED	0	R25	888	2,957	37	74	3																		
SHARD_OWL_CREST	SHARD	RED	0	R26	887	2,956	37	74	3																		
SHARD_MARIGOLD_PETAL	SHARD	RED	0	R26	887	2,956	37	74	3																		
SHARD_PREHISTORIC_RODENTS	SHARD	RED	0	R26	888	2,957	37	74	3																		
SHARD_CAVE_DRAWING	SHARD	RED	0	R26	888	2,957	37	74	3																		
SHARD_SCREENSLAVER	SHARD	RED	0	R26	888	2,957	37	74	3																		
SHARD_COFFEE_VOID	SHARD	RED	0	R26	888	2,957	37	74	3																		
SHARD_I_WIN	SHARD	RED	0	R27	887	2,956	37	74	3																		
SHARD_GOOFBALL_ISLAND	SHARD	RED	0	R27	887	2,956	37	74	3																		
SHARD_SQUEAKER_SQUEAK	SHARD	RED	0	R27	888	2,957	37	74	3																		
SHARD_MAD_PURSUIT	SHARD	RED	0	R27	888	2,957	37	74	3																		
SHARD_WARNING_CLOCK	SHARD	RED	0	R27	888	2,957	37	74	3																		
SHARD_FOREST_TREK	SHARD	RED	0	R27	888	2,957	37	74	3																		
SHARD_TRAVELERS_KIT	SHARD	RED	0	R28	887	2,956	37	74	3																		
SHARD_FLOWER_CROWN	SHARD	RED	0	R28	887	2,956	37	74	3																		
SHARD_GREEK_GARDEN	SHARD	RED	0	R28	888	2,957	37	74	3																		
SHARD_WATER_HORSE	SHARD	RED	0	R28	888	2,957	37	74	3																		
SHARD_TARGET_DUMMY	SHARD	RED	0	R28	888	2,957	37	74	3																		
SHARD_SNOWY_VILLAGE	SHARD	RED	0	R28	888	2,957	37	74	3																		
SHARD_MYSTERIOUS_MAILBOX	SHARD	RED	0	R29	887	2,956	37	74	3																		
SHARD_INTERDIMENSIONAL_RIFT	SHARD	RED	0	R29	887	2,956	37	74	3																		
SHARD_KINDERGARTENERS	SHARD	RED	0	R29	888	2,957	37	74	3																		
SHARD_GALILEO	SHARD	RED	0	R29	888	2,957	37	74	3																		
SHARD_STUNNING_SYMPHONY	SHARD	RED	0	R29	888	2,957	37	74	3																		
SHARD_WHEN_WHALES_FLY	SHARD	RED	0	R29	888	2,957	37	74	3																		
SHARD_REEL_REALLY_BAD_EGG	SHARD	BLUE	0	R1	900	1,800	12	59	4																		
SHARD_REEL_INCOGNITO_MODE	SHARD	BLUE	0	R1	600	1,200	12	56	6																		
SHARD_REEL_ROUSING_MUSICAL_NUMBER	SHARD	BLUE	0	R1	2,000	4,000	12	105	4																		
SHARD_REEL_SAVE_TOKEN	SHARD	BLUE	0	R1	500	1,000	12	47	7																		
SHARD_REEL_BASKETBALL_JERSEY	SHARD	BLUE	0	R1	700	1,400	12	99	5																		
SHARD_REEL_BADGE_OF_MOTIVATION	SHARD	BLUE	0	R1	1,250	2,500	12	75	5																		
SHARD_REEL_CHIEFS_STONE	SHARD	BLUE	0	R1	850	1,700	12	84	6																		
SHARD_REEL_WILDERNESS_EXPLORER	SHARD	BLUE	0	R1	1,250	2,500	12	75	8																		
SHARD_REEL_DISCARDED_TIARA	SHARD	BLUE	0	R1	1,300	2,600	12	78	9																		
SHARD_REEL_BONE_XYLOPHONE	SHARD	BLUE	0	R1	1,300	2,600	12	78	9																		
SHARD_REEL_SEA_WITCHS_CONTRACT	SHARD	BLUE	0	R1	1,250	2,500	12	88	10																		
SHARD_REEL_DOCTORS_TOP_HAT	SHARD	BLUE	0	R1	600	1,200	12	56	10																		
SHARD_REEL_MISPLACED_TAIL	SHARD	BLUE	0	R1	1,000	2,000	12	86	11																		
SHARD_REEL_GLOW_BUG	SHARD	BLUE	0	R1	1,200	2,400	12	62	11																		
SHARD_REEL_PIGASUS	SHARD	BLUE	0	R1	1,200	2,400	12	62	11																		
SHARD_REEL_FLUBBER	SHARD	PURPLE	0	R1	388	775	15	80	5																		
SHARD_REEL_LAWNMOWER_REMOTE	SHARD	PURPLE	0	R1	650	1,300	15	93	5																		
SHARD_REEL_ARAIGNEE_NOIRE	SHARD	PURPLE	0	R1	450	900	15	68	6																		
SHARD_REEL_MIST_MAKER	SHARD	PURPLE	0	R1	325	650	15	62	5																		
SHARD_REEL_LIGHTSPEED	SHARD	PURPLE	0	R1	325	650	15	62	5																		
SHARD_REEL_FAMILY_HEIRLOOM	SHARD	PURPLE	0	R1	500	1,000	15	55	6																		
SHARD_REEL_HOT_DOG	SHARD	PURPLE	0	R2	663	1,325	20	82	10																		
SHARD_REEL_LAST_RESORT	SHARD	PURPLE	0	R2	663	1,325	20	82	10																		
SHARD_REEL_FOX_MACE	SHARD	PURPLE	0	R2	938	1,875	20	107	10																		
SHARD_REEL_JAFARS_CUFFLINKS	SHARD	PURPLE	0	R2	500	1,000	20	55	10																		
SHARD_REEL_PASSIVE_AGGRESSIVE_ELLIPSIS	SHARD	PURPLE	0	R2	500	1,000	20	55	10																		
SHARD_REEL_SPEAR_MINT	SHARD	PURPLE	0	R2	300	600	20	45	5																		
SHARD_REEL_PINEAPPLE_CRATE	SHARD	PURPLE	0	R3	120	240	25	102	2																		
SHARD_REEL_TRITONS_TRIDENT	SHARD	PURPLE	0	R3	120	240	25	102	2																		
SHARD_REEL_FA_FAMILY_SHEARS	SHARD	PURPLE	0	R3	240	480	25	35	5																		
SHARD_REEL_CURSED_COIN	SHARD	PURPLE	0	R3	240	480	25	35	5																		
SHARD_REEL_FREDS_RECYCLED_BOXERS	SHARD	PURPLE	0	R4	200	400	25	102	4																		
SHARD_REEL_STABLE_WALKING_CANE	SHARD	PURPLE	0	R4	200	400	25	102	4																		
SHARD_REEL_KIMMUNICATOR	SHARD	PURPLE	0	R4	220	440	25	77	4																		
SHARD_REEL_STONE_GUARDIAN	SHARD	PURPLE	0	R4	220	440	25	77	4																		
SHARD_REEL_PILOTS_CAP	SHARD	PURPLE	0	R4	180	360	25	78	3																		
SHARD_REEL_OO_DE_LALLY_ARROWS	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_REEL_POTENTIAL_CARRIAGE	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_REEL_SCREAM_CANISTER	SHARD	PURPLE	0	R5	500	1,000	25	50	2																		
SHARD_REEL_UKULELE	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_WINNIFREDS_SPELLBOOK	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_JAR_OF_HUNNY	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_MYSTERIOUS_JOURNAL	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_GUMMIBEARY_JUICE	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_CLOSE_SHAVE	SHARD	ORANGE	0	R6	500	1,000	25	50	2																		
SHARD_REEL_DOGS_BREAKFAST	SHARD	ORANGE	0	R7	500	1,000	25	50	2																		
SHARD_REEL_LIQUID_BREAKFAST	SHARD	ORANGE	0	R7	500	1,000	25	50	2																		
SHARD_REEL_SWEET_TOOTH	SHARD	ORANGE	0	R7	500	1,000	25	50	2																		
SHARD_REEL_KING_OF_BALD_MOUNTAIN	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_WHALE_OF_A_TALE	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_DIABLO_PIEDRA	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_TRICK_OR_TREAT	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_MATHEMATICALLY_DELICIOUS	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_DRUM_LINE	SHARD	ORANGE	0	R8	600	1,200	25	50	2																		
SHARD_REEL_LUCKY_EGG	SHARD	ORANGE	0	R9	700	1,400	25	50	2																		
SHARD_REEL_PAY_THROUGH_THE_TEETH	SHARD	ORANGE	0	R9	700	1,400	25	50	2																		
SHARD_REEL_GONNA_GET_A_LITTLE_WEIRD	SHARD	ORANGE	0	R9	700	1,400	25	50	2																		
SHARD_REEL_LOVE_POTION	SHARD	ORANGE	0	R9	700	1,400	25	50	2																		
SHARD_REEL_SHEPHERDS_JOURNAL	SHARD	ORANGE	0	R10	800	1,600	25	50	2																		
SHARD_REEL_ON_A_ROLL	SHARD	ORANGE	0	R10	800	1,600	25	50	2																		
SHARD_REEL_WEIRD_WEBSITE	SHARD	ORANGE	0	R10	800	1,600	25	50	2																		
SHARD_REEL_HEROES_NIGHT_OUT	SHARD	ORANGE	0	R10	800	1,600	25	50	2																		
HERO_CALHOUN	HERO	WHITE																									
HERO_RALPH	HERO	WHITE																									
HERO_FELIX	HERO	WHITE																									
HERO_VANELLOPE	HERO	WHITE																									
HERO_JUDY_HOPPS	HERO	WHITE																									
HERO_NICK_WILDE	HERO	WHITE																									
HERO_FINNICK	HERO	WHITE																									
HERO_CHIEF_BOGO	HERO	WHITE																									
HERO_YAX	HERO	WHITE																									
HERO_MR_INCREDIBLE	HERO	WHITE																									
HERO_ELASTIGIRL	HERO	WHITE																									
HERO_DASH	HERO	WHITE																									
HERO_FROZONE	HERO	WHITE																									
HERO_JACK_JACK	HERO	WHITE																									
HERO_VIOLET	HERO	WHITE																									
HERO_BUZZ	HERO	WHITE																									
HERO_WOODY	HERO	WHITE																									
HERO_REX	HERO	WHITE																									
HERO_EMPEROR_ZURG	HERO	WHITE																									
HERO_JESSIE	HERO	WHITE																									
HERO_SULLEY	HERO	WHITE																									
HERO_MIKE	HERO	WHITE																									
HERO_EVE	HERO	WHITE																									
HERO_JACK_SPARROW	HERO	WHITE																									
HERO_WALL_E	HERO	WHITE																									
HERO_HECTOR_BARBOSSA	HERO	WHITE																									
HERO_TIA_DALMA	HERO	WHITE																									
HERO_QUORRA	HERO	WHITE																									
HERO_KEVIN_FLYNN	HERO	WHITE																									
HERO_MERIDA	HERO	WHITE																									
HERO_MAUI	HERO	WHITE																									
HERO_STITCH	HERO	WHITE																									
HERO_MIGUEL	HERO	WHITE																									
HERO_MOANA	HERO	WHITE																									
HERO_GENIE	HERO	WHITE																									
HERO_ALADDIN	HERO	WHITE																									
HERO_BAYMAX	HERO	WHITE																									
HERO_HIRO	HERO	WHITE																									
HERO_HADES	HERO	WHITE																									
HERO_MALEFICENT	HERO	WHITE																									
HERO_URSULA	HERO	WHITE																									
HERO_SCAR	HERO	WHITE																									
HERO_MICKEY_MOUSE	HERO	WHITE																									
HERO_JACK_SKELLINGTON	HERO	WHITE																									
HERO_SALLY	HERO	WHITE																									
HERO_ELSA	HERO	WHITE																									
HERO_SHANK	HERO	WHITE																									
HERO_OLAF	HERO	WHITE																									
HERO_DARKWING_DUCK	HERO	WHITE																									
HERO_GASTON	HERO	WHITE																									
HERO_MAD_HATTER	HERO	WHITE																									
HERO_QUEEN_OF_HEARTS	HERO	WHITE																									
HERO_ALICE	HERO	WHITE																									
HERO_HERCULES	HERO	WHITE																									
HERO_MEGARA	HERO	WHITE																									
HERO_MERLIN	HERO	WHITE																									
HERO_ROBIN_HOOD	HERO	WHITE																									
HERO_GOOFY	HERO	WHITE																									
HERO_DUKE_CABOOM	HERO	WHITE																									
HERO_DUCKY_AND_BUNNY	HERO	WHITE																									
HERO_BO_PEEP	HERO	WHITE																									
HERO_ANGER	HERO	WHITE																									
HERO_JOY	HERO	WHITE																									
HERO_PETER_PAN	HERO	WHITE																									
HERO_RAFIKI	HERO	WHITE																									
HERO_BEAST	HERO	WHITE																									
HERO_JAFAR	HERO	WHITE																									
HERO_JASMINE	HERO	WHITE																									
HERO_TIMON_AND_PUMBAA	HERO	WHITE																									
HERO_SIMBA_AND_NALA	HERO	WHITE																									
HERO_HUEY_DEWEY_LOUIE	HERO	WHITE																									
HERO_MISS_PIGGY	HERO	WHITE																									
HERO_ANIMAL	HERO	WHITE																									
HERO_GONZO	HERO	WHITE																									
HERO_YZMA	HERO	WHITE																									
HERO_MADAM_MIM	HERO	WHITE																									
HERO_MEGAVOLT	HERO	WHITE																									
HERO_RANDALL_BOGGS	HERO	WHITE																									
HERO_SCROOGE_MCDUCK	HERO	WHITE																									
HERO_CAPTAIN_HOOK	HERO	WHITE																									
HERO_GIZMODUCK	HERO	WHITE																									
HERO_DONALD_DUCK	HERO	WHITE																									
HERO_OOGIE_BOOGIE	HERO	WHITE																									
HERO_LAUNCHPAD_MCQUACK	HERO	WHITE																									
HERO_FLYNN_RIDER	HERO	WHITE																									
HERO_MAGICA_DE_SPELL	HERO	WHITE																									
HERO_RAPUNZEL	HERO	WHITE																									
HERO_KIDA	HERO	WHITE																									
HERO_COLETTE	HERO	WHITE																									
HERO_LINGUINI_AND_REMY	HERO	WHITE																									
HERO_TRON	HERO	WHITE																									
HERO_DR_FACILIER	HERO	WHITE																									
HERO_HANK_AND_DORY	HERO	WHITE																									
HERO_GERALD_MARLIN_NEMO	HERO	WHITE																									
HERO_POWERLINE	HERO	WHITE																									
HERO_GOLIATH	HERO	WHITE																									
HERO_KRISTOFF_AND_SVEN	HERO	WHITE																									
HERO_TIGGER	HERO	WHITE																									
HERO_WINNIE_THE_POOH	HERO	WHITE																									
HERO_MUSHU	HERO	WHITE																									
HERO_SHAN_YU	HERO	WHITE																									
HERO_EEYORE	HERO	WHITE																									
HERO_MULAN	HERO	WHITE																									
HERO_BELLE	HERO	WHITE																									
HERO_SYNDROME	HERO	WHITE																									
HERO_MINNIE_MOUSE	HERO	WHITE																									
HERO_EVIL_QUEEN	HERO	WHITE																									
HERO_LI_SHANG	HERO	WHITE																									
HERO_DAVY_JONES	HERO	WHITE																									
HERO_BALOO	HERO	WHITE																									
HERO_BASIL	HERO	WHITE																									
HERO_CHESHIRE_CAT	HERO	WHITE																									
HERO_KING_LOUIE	HERO	WHITE																									
HERO_MAXIMUS	HERO	WHITE																									
HERO_JUMBA	HERO	WHITE																									
HERO_PLEAKLEY	HERO	WHITE																									
HERO_ANGEL	HERO	WHITE																									
HERO_SLINKY_DOG	HERO	WHITE																									
HERO_CAPTAIN_AMELIA	HERO	WHITE																									
HERO_IAN_LIGHTFOOT	HERO	WHITE																									
STONE_CALHOUN	STONE	BLUE			4,000	20,000	40	100																			
STONE_RALPH	STONE	BLUE			4,000	20,000	40	100																			
STONE_FELIX	STONE	BLUE			4,000	20,000	40	100																			
STONE_VANELLOPE	STONE	BLUE			4,000	20,000	40	100																			
